0.4992,0.4984,0.5416,0.5024,0.4172,0.2756,0.1736,0.112
0.4184,0.434,0.5348,0.524,0.4844,0.4152,0.328,0.2776
0.2868,0.3872,0.468,0.5004,0.5324,0.496,0.436,0.4264
0.1996,0.25,0.4876,0.5144,0.52,0.506,0.4908,0.472
0.1212,0.134,0.4316,0.498,0.4972,0.4948,0.494,0.472
0.0724,0.0512,0.3452,0.4816,0.514,0.49,0.4872,0.5004
0.0644,0.0416,0.2188,0.5048,0.4964,0.4944,0.4948,0.4964
0.0408,0.022,0.0272,0.4616,0.5164,0.5016,0.4984,0.5092
