0.505,0.49,0.52,0.576,0.646,0.516
0.488,0.487,0.485,0.458,0.368,0.393
0.392,0.438,0.394,0.305,0.274,0.29
0.211,0.379,0.421,0.406,0.308,0.259
0.086,0.169,0.438,0.471,0.441,0.401
0.072,0.118,0.468,0.49,0.497,0.487
