0.5008,0.4948,0.4648,0.4484,0.3424,0.1976,0.0792,0.0204,0.0264,0.0192
0.4956,0.4568,0.464,0.4768,0.474,0.4072,0.256,0.1104,0.0548,0.0888
0.4396,0.4536,0.4484,0.4648,0.474,0.4788,0.4468,0.3424,0.2084,0.1516
0.4592,0.4708,0.466,0.4368,0.4516,0.4564,0.4744,0.4956,0.4532,0.3748
0.486,0.4544,0.4676,0.4528,0.4292,0.4232,0.4524,0.4592,0.452,0.4616
0.4964,0.4544,0.4496,0.4404,0.412,0.4152,0.4372,0.4452,0.4392,0.4552
0.2464,0.318,0.4024,0.4048,0.4272,0.3956,0.4184,0.4144,0.4264,0.4456
0.1736,0.0788,0.2656,0.3364,0.388,0.3912,0.3964,0.3928,0.4,0.4388
0.2804,0.0444,0.2108,0.3108,0.3852,0.4036,0.4064,0.4152,0.4076,0.4004
0.1728,0.046,0.24,0.3152,0.3856,0.4348,0.4232,0.432,0.4192,0.3952
