0.482,0.4868,0.482,0.4316,0.3628,0.1916,0.0688,0.0276,0.0232,0.026
0.4876,0.4592,0.4496,0.4756,0.4772,0.4396,0.2544,0.0996,0.0632,0.1024
0.4596,0.4508,0.4628,0.4704,0.4668,0.4636,0.442,0.3508,0.2048,0.162
0.4816,0.4408,0.4612,0.4464,0.4592,0.4736,0.472,0.4704,0.4656,0.3704
0.4732,0.4556,0.4696,0.442,0.4344,0.4264,0.442,0.4388,0.4576,0.466
0.508,0.4448,0.456,0.4376,0.424,0.4344,0.4468,0.422,0.4268,0.4388
0.2584,0.3324,0.4176,0.4288,0.4212,0.4108,0.408,0.3996,0.4332,0.4188
0.1744,0.0772,0.2672,0.346,0.3984,0.3776,0.3828,0.4164,0.4012,0.4116
0.2932,0.0384,0.2104,0.2924,0.3872,0.4116,0.4036,0.408,0.3852,0.4104
0.17,0.0436,0.2436,0.2924,0.3896,0.4084,0.4092,0.4248,0.4068,0.4204
