0.4996,0.5392,0.4908,0.3988,0.1944,0.1056
0.3544,0.4568,0.5216,0.502,0.4084,0.3432
0.2008,0.3884,0.4964,0.5124,0.4956,0.464
0.1188,0.2136,0.502,0.494,0.4928,0.4776
0.0584,0.0348,0.5088,0.516,0.494,0.5152
0.0312,0.0172,0.388,0.5028,0.4768,0.4928
